Id	MedianHouseAge	AverageRooms	AverageBedrooms	Latitude	Longitude	MedianPrice
72	49	5.552631578947368	1.3421052631578947	37.81	-122.29	75000
73	46	1.7142857142857142	0.5714285714285714	37.81	-122.29	67500
74	20	6.2781954887218046	1.2105263157894737	37.81	-122.29	137500
75	17	2.8177676537585423	1.0523917995444192	37.81	-122.28	177500
76	36	5.724950884086444	1.1041257367387034	37.81	-122.28	102099
77	19	5.830917874396135	1.173913043478261	37.81	-122.28	108300
78	23	5.369230769230769	1.1507692307692308	37.81	-122.29	112500
79	38	4.412903225806452	1.135483870967742	37.8	-122.28	131300
80	17	3.1972318339100347	1.0	37.81	-122.28	162500
81	52	3.75	1.0	37.81	-122.27	112500
82	52	3.9080459770114944	1.1149425287356323	37.81	-122.28	112500
83	52	2.490322580645161	1.0580645161290323	37.81	-122.28	137500
84	35	5.609467455621302	1.0887573964497042	37.81	-122.28	118800
85	52	6.721739130434782	1.2434782608695651	37.81	-122.28	98200
86	40	2.3157894736842106	1.186842105263158	37.81	-122.27	118800
87	10	2.6515151515151514	1.0545454545454545	37.81	-122.27	162500
88	10	2.6923076923076925	1.0769230769230769	37.8	-122.27	137500
89	52	2.929411764705882	0.9176470588235294	37.8	-122.27	500000
90	16	2.74585635359116	1.0828729281767955	37.8	-122.27	162500
91	52	2.4431818181818183	0.9886363636363636	37.8	-122.28	137500
92	52	2.823529411764706	0.9117647058823529	37.8	-122.28	162500
93	27	3.493377483443709	1.1490066225165563	37.79	-122.27	187500
94	39	3.6723768736616704	1.3340471092077089	37.8	-122.27	179200
95	36	2.294016358157555	1.066293585880327	37.8	-122.26	130000
96	31	3.8949152542372882	1.1279661016949152	37.82	-122.26	183800
97	29	3.681318681318681	1.1758241758241759	37.81	-122.26	125000
98	22	2.9456	1.016	37.82	-122.26	170000
99	37	3.7071428571428573	1.1071428571428572	37.82	-122.26	193100
100	29	3.7248	1.1312	37.81	-122.25	257799
101	28	3.8784235136940546	1.070808283233133	37.81	-122.25	273400
102	39	3.745614035087719	1.0614035087719298	37.81	-122.25	237500
103	52	3.5154975530179446	1.1435562805872757	37.81	-122.25	350000
104	34	3.281721632196758	1.0698714365567357	37.81	-122.26	335700
105	52	6.184426229508197	0.9221311475409836	37.82	-122.24	313400
106	52	4.442982456140351	1.0570175438596492	37.81	-122.24	268500
107	52	4.165876777251185	1.0900473933649288	37.81	-122.25	259400
108	52	4.848189415041783	1.0459610027855153	37.82	-122.24	275700
109	28	4.160847880299252	1.0660847880299251	37.82	-122.25	225000
110	52	5.628458498023716	1.1422924901185771	37.82	-122.25	262500
111	32	3.7270058708414875	1.0743639921722115	37.82	-122.25	218500
112	26	3.2530813475760065	0.9827444535743632	37.82	-122.25	254999
113	52	4.578034682080925	1.0770712909441233	37.83	-122.25	224100
114	35	3.822274881516588	1.014218009478673	37.83	-122.25	243100
115	52	4.3951890034364265	0.9862542955326461	37.83	-122.25	231599
116	28	3.0234798314268514	1.053582179409994	37.83	-122.25	218500
117	52	4.040501446480231	1.0655737704918034	37.83	-122.25	234100
118	50	6.742627345844504	1.0697050938337802	37.84	-122.23	327600
119	47	6.546391752577319	0.9360824742268041	37.84	-122.23	347600
120	41	6.851063829787234	1.0797872340425532	37.83	-122.24	366100
121	37	7.1063829787234045	1.148936170212766	37.85	-122.24	335000
122	52	6.947890818858561	1.0198511166253101	37.85	-122.23	373600
123	52	6.358558558558559	1.0342342342342343	37.84	-122.24	389500
124	52	7.11716621253406	0.9945504087193461	37.85	-122.24	391100
125	28	5.5303347280334725	1.096234309623431	37.85	-122.22	337300
126	50	6.127348643006263	0.9874739039665971	37.84	-122.22	295200
127	44	5.735343383584589	1.0	37.84	-122.21	292300
128	40	7.631498470948012	1.0305810397553516	37.83	-122.21	411500
129	30	6.446064139941691	1.0087463556851313	37.84	-122.2	311500
130	34	6.125	0.9879032258064516	37.84	-122.21	325900
131	18	8.335051546391753	1.0824742268041236	37.84	-122.19	392600
132	35	6.467268623024831	1.0383747178329572	37.84	-122.2	319300
133	34	6.6122715404699735	1.0287206266318538	37.83	-122.21	333300
134	28	6.978947368421053	0.968421052631579	37.83	-122.19	335200
135	26	7.530805687203792	1.0568720379146919	37.83	-122.2	351200
136	29	6.657992565055762	1.0074349442379182	37.83	-122.19	368900
137	32	6.977186311787072	1.0038022813688212	37.82	-122.19	365900
138	37	6.982954545454546	1.0284090909090908	37.82	-122.2	366700
139	39	7.54	1.068	37.82	-122.2	362800
140	30	5.615384615384615	0.7307692307692307	37.81	-122.18	483300
141	52	6.785714285714286	0.9514285714285714	37.82	-122.21	331400
142	45	6.957746478873239	1.0234741784037558	37.81	-122.2	323500
143	50	5.132246376811594	1.0960144927536233	37.8	-122.21	216699
144	38	4.628336755646817	1.0985626283367556	37.8	-122.21	233100
145	52	6.200892857142857	0.9464285714285714	37.81	-122.21	296400
146	52	6.39935064935065	1.0876623376623376	37.81	-122.22	273700
147	52	4.745652173913044	1.0108695652173914	37.8	-122.22	227700
148	52	5.183673469387755	1.0521541950113378	37.8	-122.22	199600
149	52	5.283495145631068	1.050485436893204	37.8	-122.22	239800
150	52	5.952941176470588	0.9970588235294118	37.81	-122.22	270100
151	52	5.65067178502879	1.0287907869481765	37.81	-122.22	302100
152	52	4.429193899782135	1.0588235294117647	37.8	-122.23	269500
153	52	6.727699530516432	1.0751173708920188	37.81	-122.23	314700
154	52	7.7026315789473685	1.0578947368421052	37.81	-122.22	390100
155	52	8.972868217054264	1.1317829457364341	37.81	-122.23	410300
156	52	7.599388379204893	0.9571865443425076	37.81	-122.24	352400
157	52	5.8203125	0.9296875	37.81	-122.24	287300
158	52	7.994318181818182	1.0369318181818181	37.81	-122.23	348700
159	52	4.333333333333333	1.1387163561076605	37.81	-122.24	243800
160	52	5.074285714285714	0.96	37.8	-122.24	211500
161	52	4.276639344262295	1.0450819672131149	37.8	-122.25	218400
162	52	4.851351351351352	0.9691119691119691	37.81	-122.24	269900
163	46	4.326639892904953	1.1178045515394912	37.81	-122.25	218800
164	42	4.059113300492611	1.0492610837438423	37.8	-122.25	225000
165	43	3.2742382271468142	1.0969529085872576	37.8	-122.25	250000
166	41	3.5617433414043584	1.1355932203389831	37.8	-122.25	171400
167	29	3.1927554980595083	1.1177231565329884	37.8	-122.25	193800
168	27	3.804195804195804	1.1468531468531469	37.79	-122.24	125000
169	45	3.882608695652174	1.1434782608695653	37.79	-122.25	97500
170	50	3.2091836734693877	0.9591836734693877	37.79	-122.25	125000
171	52	3.6887052341597797	1.0771349862258952	37.79	-122.25	138800
172	36	3.0902394106813995	1.1160220994475138	37.8	-122.25	116700
173	43	3.639751552795031	1.0046583850931676	37.8	-122.25	151800
174	52	4.368421052631579	1.0	37.8	-122.24	127000
175	52	4.585014409221902	1.07492795389049	37.8	-122.24	128600
176	52	4.7343283582089555	1.1880597014925374	37.8	-122.24	140600
177	47	3.693140794223827	1.0613718411552346	37.8	-122.24	182700
178	52	4.638132295719845	1.1245136186770428	37.8	-122.23	146900
179	52	4.496259351620948	1.0473815461346634	37.8	-122.24	122800
180	49	4.192023633677991	1.106351550960118	37.8	-122.24	169300
181	52	4.209677419354839	0.989247311827957	37.8	-122.23	126600
182	51	4.0561224489795915	1.0561224489795917	37.8	-122.23	127899
183	50	4.20722891566265	1.1566265060240963	37.8	-122.23	123500
184	52	4.4714285714285715	1.0678571428571428	37.8	-122.23	111900
185	43	4.844029244516653	1.091795288383428	37.79	-122.23	112799
186	52	4.327669902912621	0.9587378640776699	37.79	-122.23	107900
187	30	3.7984790874524714	1.0038022813688212	37.79	-122.23	137500
188	39	3.776349614395887	1.1079691516709511	37.79	-122.24	105500
189	47	4.528052805280528	1.3036303630363035	37.79	-122.24	95500
190	52	4.011904761904762	1.0714285714285714	37.79	-122.24	116100
191	43	4.554621848739496	1.0532212885154062	37.79	-122.24	112200
192	51	3.1818181818181817	0.7818181818181819	37.79	-122.25	75000
193	39	3.747967479674797	1.048780487804878	37.79	-122.25	112500
194	52	3.973568281938326	1.0440528634361232	37.79	-122.25	125000
195	20	3.510355029585799	1.1523668639053255	37.8	-122.26	114999
196	52	2.8333333333333335	0.927536231884058	37.77	-122.22	95000
197	52	4.38996138996139	1.162162162162162	37.77	-122.22	96400
198	52	4.202185792349726	1.1256830601092895	37.77	-122.23	72000
199	52	3.746031746031746	1.1587301587301588	37.78	-122.23	71300
200	52	4.046948356807512	1.0093896713615023	37.78	-122.23	80800
201	50	4.0251572327044025	1.1111111111111112	37.78	-122.22	128800
202	43	3.2420091324200913	1.0776255707762556	37.78	-122.23	112500
203	52	3.8666666666666667	1.011764705882353	37.78	-122.23	119400
204	44	3.1158455392809588	1.0985352862849533	37.78	-122.23	118100
205	48	4.944606413994169	1.154518950437318	37.79	-122.23	122500
206	49	5.365296803652968	0.9908675799086758	37.79	-122.23	106300
207	37	4.479923518164436	1.0975143403441683	37.79	-122.22	132500
208	30	4.357142857142857	1.0357142857142858	37.79	-122.23	122700
209	40	5.054347826086956	1.0815217391304348	37.79	-122.23	113300
210	44	5.466911764705882	1.1544117647058822	37.79	-122.22	109500
211	52	4.998540145985402	1.0072992700729928	37.79	-122.22	164700
212	52	3.9076923076923076	0.9743589743589743	37.79	-122.21	125000
213	46	4.489563567362429	1.0910815939278937	37.79	-122.22	124700
214	49	4.306603773584905	1.0613207547169812	37.79	-122.22	136700
215	38	4.626707132018209	1.078907435508346	37.79	-122.22	141700
216	29	4.823529411764706	1.1058823529411765	37.79	-122.2	150000
217	47	5.284246575342466	1.0513698630136987	37.79	-122.21	138800
218	34	4.5813953488372094	1.0794573643410852	37.79	-122.21	139200
219	35	4.520725388601036	1.0595854922279793	37.79	-122.21	143800
220	39	4.316810344827586	1.0775862068965518	37.8	-122.21	156500
221	39	4.524663677130045	1.0022421524663676	37.8	-122.21	151000
222	43	6.6923076923076925	1.0967032967032968	37.8	-122.2	273000
223	52	5.772388059701493	1.0932835820895523	37.8	-122.2	217099
224	52	4.984419263456091	1.0070821529745042	37.8	-122.21	187100
225	41	6.088235294117647	1.0411764705882354	37.8	-122.2	239600
226	48	5.242063492063492	1.0436507936507937	37.8	-122.21	229700
227	48	7.117647058823529	1.088235294117647	37.8	-122.19	257300
228	46	5.837349397590361	1.0271084337349397	37.8	-122.19	246900
229	50	5.260869565217392	1.059782608695652	37.79	-122.19	179900
230	40	4.51063829787234	1.0893617021276596	37.79	-122.2	169600
231	46	5.1152882205513786	1.0150375939849625	37.8	-122.2	203300
232	52	6.5451263537906135	0.9783393501805054	37.8	-122.19	263400
233	45	5.986784140969163	0.9933920704845814	37.79	-122.19	231800
234	28	4.699551569506727	1.1375186846038865	37.79	-122.19	140500
235	35	4.62051282051282	1.176923076923077	37.79	-122.2	126000
236	49	4.2	0.9285714285714286	37.79	-122.2	122000
237	44	3.30142566191446	0.9205702647657841	37.79	-122.2	134700
238	45	4.462025316455696	1.1244725738396624	37.79	-122.21	139400
239	45	4.210416666666666	1.1	37.79	-122.2	115399
240	46	3.9349736379613356	0.8927943760984183	37.78	-122.21	137300
241	52	5.4907063197026025	1.1152416356877324	37.78	-122.21	137000
242	52	4.310204081632653	0.9142857142857143	37.78	-122.21	142600
243	49	3.6653061224489796	0.9959183673469387	37.78	-122.21	137500
244	44	4.865573770491803	1.1639344262295082	37.78	-122.22	111700
245	43	4.181818181818182	1.1302211302211302	37.78	-122.21	126800
246	47	3.6556016597510372	1.0290456431535269	37.78	-122.21	111300
247	40	3.6592592592592594	0.8444444444444444	37.77	-122.22	114799
248	50	4.036363636363636	1.075	37.78	-122.22	102299
249	44	3.38989898989899	1.0383838383838384	37.78	-122.22	131900
250	51	4.1653944020356235	1.178117048346056	37.78	-122.22	119100
251	52	4.733333333333333	1.0466666666666666	37.76	-122.21	80600
252	52	4.313868613138686	1.2627737226277371	37.77	-122.21	80600
253	52	5.0	1.0268456375838926	37.77	-122.21	88800
254	49	4.703933747412008	1.031055900621118	37.77	-122.2	102400
255	46	3.4858757062146895	1.0593220338983051	37.77	-122.21	98700
256	43	3.6714801444043323	1.184115523465704	37.77	-122.21	100000
257	42	3.543726235741445	0.9657794676806084	37.77	-122.19	92300
258	39	5.007448789571694	1.111731843575419	37.77	-122.2	94800
259	41	4.536656891495602	1.217008797653959	37.77	-122.2	102000
260	52	5.4373522458628845	1.0472813238770686	37.78	-122.2	158400
261	39	4.659574468085107	1.0611702127659575	37.78	-122.2	121600
262	50	4.939153439153439	1.066137566137566	37.78	-122.2	129099
263	43	5.020661157024794	1.037190082644628	37.77	-122.2	121400
264	44	4.399491094147582	1.0534351145038168	37.78	-122.21	102800
265	52	6.107142857142857	1.0714285714285714	37.78	-122.19	160000
266	52	5.105882352941176	1.0070588235294118	37.77	-122.19	143900
267	52	5.585131894484412	1.0671462829736211	37.77	-122.19	151200
268	52	6.645333333333333	1.1066666666666667	37.78	-122.19	164400
269	52	5.956639566395664	1.075880758807588	37.78	-122.19	156500
270	33	3.021276595744681	0.6595744680851063	37.78	-122.18	225000
271	49	5.660287081339713	0.9808612440191388	37.78	-122.19	174200
272	52	5.631578947368421	1.0157894736842106	37.78	-122.19	166900
273	45	5.400611620795107	1.0152905198776758	37.78	-122.2	163500
274	39	5.820754716981132	0.8962264150943396	37.79	-122.18	252999
275	41	6.593457943925234	1.088785046728972	37.79	-122.18	240700
276	46	6.410334346504559	1.1762917933130699	37.79	-122.18	208100
277	47	4.80078125	0.94921875	37.79	-122.19	198100
278	50	4.746268656716418	1.0796019900497513	37.79	-122.19	172800
279	37	6.176691729323308	0.9849624060150376	37.81	-122.18	336700
280	34	6.948717948717949	1.0	37.8	-122.18	318200
281	23	7.064024390243903	1.024390243902439	37.8	-122.18	285800
282	24	7.589506172839506	0.9783950617283951	37.77	-122.13	293000
283	22	6.528723945094052	1.0411794611082867	37.79	-122.16	371000
284	42	5.707865168539326	0.9737827715355806	37.78	-122.17	157300
285	30	4.731152204836415	1.0611664295874823	37.77	-122.17	135300
286	43	4.877149877149877	1.0810810810810811	37.78	-122.18	136700
287	50	5.78169014084507	1.1338028169014085	37.78	-122.18	160700
288	49	4.933701657458563	0.9779005524861878	37.78	-122.17	140600
289	52	5.396694214876033	1.0578512396694215	37.78	-122.17	144000
290	47	5.761467889908257	0.9954128440366973	37.77	-122.16	161900
291	48	5.427777777777778	1.0777777777777777	37.77	-122.16	156300
292	45	6.052083333333333	1.0338541666666667	37.77	-122.16	176000
293	39	5.0094936708860756	1.1044303797468353	37.77	-122.16	145800
294	39	5.0062111801242235	1.062111801242236	37.77	-122.17	141900
295	31	5.3628318584070795	1.1792035398230087	37.77	-122.17	90700
296	41	4.490140845070423	1.0338028169014084	37.76	-122.17	90600
297	47	5.544502617801047	1.081151832460733	37.76	-122.17	107900
298	37	4.921875	1.11875	37.76	-122.18	107000
299	38	4.983050847457627	1.1214689265536724	37.76	-122.17	98200
300	50	4.82520325203252	1.0609756097560976	37.76	-122.18	89500
301	52	4.569696969696969	1.0606060606060606	37.76	-122.18	93800
302	49	5.117516629711751	1.0022172949002217	37.76	-122.18	96700
303	27	5.789808917197452	1.5031847133757963	37.77	-122.18	97500
304	42	4.402985074626866	0.9589552238805971	37.77	-122.18	97300
305	43	5.498637602179836	1.111716621253406	37.76	-122.18	91200
306	49	5.08550185873606	1.0483271375464684	37.76	-122.19	91400
307	52	4.953068592057762	0.9873646209386282	37.77	-122.18	96200
308	51	4.810502283105023	1.0753424657534247	37.77	-122.18	120100
309	52	4.775956284153006	0.9890710382513661	37.77	-122.18	100000
310	52	5.782857142857143	1.1171428571428572	37.76	-122.19	94700
311	47	4.0	0.9283154121863799	37.76	-122.2	85700
312	41	4.484581497797357	1.1233480176211454	37.77	-122.19	89300
313	45	5.306590257879656	1.1260744985673352	37.77	-122.19	101400
314	41	5.7924528301886795	1.3018867924528301	37.76	-122.19	72500
315	45	4.198312236286919	1.0042194092827004	37.76	-122.19	74100
316	36	4.556390977443609	0.9924812030075187	37.75	-122.2	70000
317	37	4.017991004497751	1.103448275862069	37.76	-122.2	84600
318	38	4.253561253561253	1.0541310541310542	37.76	-122.19	81800
319	19	4.244230769230769	1.0865384615384615	37.75	-122.19	81400
320	28	5.283950617283951	1.1666666666666667	37.75	-122.19	81800
321	26	4.267326732673268	0.9801980198019802	37.76	-122.19	85800
322	36	5.327044025157233	1.3333333333333333	37.74	-122.19	87100
323	42	4.3983739837398375	1.2520325203252032	37.74	-122.18	83500
324	44	4.368852459016393	1.0368852459016393	37.73	-122.19	79700
325	43	4.561290322580645	0.9483870967741935	37.74	-122.19	83400
326	45	5.32404181184669	1.0139372822299653	37.73	-122.19	84700
327	42	4.590909090909091	1.0858585858585859	37.73	-122.18	80000
328	43	4.8807017543859645	1.0280701754385966	37.73	-122.18	76400
329	44	4.029411764705882	0.875	37.73	-122.18	79700
330	42	5.223076923076923	1.1205128205128205	37.73	-122.18	82400
331	41	3.896135265700483	1.0748792270531402	37.74	-122.17	97700
332	47	3.3795620437956204	0.9781021897810219	37.74	-122.17	97200
333	43	4.569832402234637	1.0782122905027933	37.74	-122.17	101600
334	43	4.319648093841642	1.0879765395894427	37.73	-122.17	86500
335	35	4.623853211009174	1.1559633027522935	37.74	-122.18	90500
336	46	4.56	1.0044444444444445	37.74	-122.17	107600
337	46	4.320224719101123	1.0280898876404494	37.74	-122.17	84200
338	46	5.940677966101695	1.1045197740112995	37.74	-122.18	88900
339	45	4.125	0.95	37.75	-122.18	80700
340	46	4.825641025641025	1.117948717948718	37.75	-122.18	87100
341	38	3.83011583011583	1.0772200772200773	37.75	-122.17	85100
342	45	3.8076923076923075	1.0038461538461538	37.75	-122.18	82000
343	36	7.506666666666667	1.7533333333333334	37.75	-122.19	82800
344	43	4.863849765258216	1.0938967136150235	37.75	-122.18	84600
345	36	6.307228915662651	1.2891566265060241	37.75	-122.18	82100
346	33	4.475524475524476	1.0734265734265733	37.76	-122.17	89300
347	43	5.186274509803922	1.0457516339869282	37.75	-122.17	98300
348	41	5.465217391304348	1.1782608695652175	37.75	-122.17	92300
349	44	4.7952755905511815	0.9763779527559056	37.75	-122.17	88800
350	48	5.017191977077364	1.1174785100286533	37.75	-122.17	90000
351	45	4.75	1.06198347107438	37.76	-122.16	95500
352	38	5.097510373443983	1.2946058091286308	37.75	-122.16	91700
353	47	5.394594594594595	1.1405405405405404	37.75	-122.17	100400
354	40	4.926900584795321	1.0029239766081872	37.76	-122.17	94800
355	46	6.049668874172186	1.0165562913907285	37.76	-122.16	164300
356	36	5.358381502890174	1.1059730250481696	37.76	-122.16	155500
357	39	6.7518518518518515	1.0592592592592593	37.76	-122.15	196900
358	27	6.27887323943662	1.028169014084507	37.77	-122.14	279100
359	34	7.170616113744076	1.09478672985782	37.76	-122.14	252800
360	26	6.127579737335835	0.9212007504690432	37.76	-122.13	275400
361	33	8.26027397260274	1.1917808219178083	37.75	-122.12	250000
362	28	7.284403669724771	1.018348623853211	37.75	-122.12	329800
363	36	6.330275229357798	0.963302752293578	37.75	-122.14	195500
364	33	6.603960396039604	0.9900990099009901	37.75	-122.14	255900
365	30	8.28	1.08	37.75	-122.13	311100
366	36	8.258064516129032	1.0	37.75	-122.13	330000
367	41	6.790123456790123	1.0277777777777777	37.74	-122.13	248900
368	46	6.194805194805195	1.0454545454545454	37.75	-122.16	142900
369	40	5.666666666666667	1.003921568627451	37.75	-122.15	126299
370	44	5.854984894259819	1.2054380664652569	37.75	-122.15	135800
371	41	4.481675392670157	0.9319371727748691	37.74	-122.15	130600
372	24	4.637305699481865	1.1761658031088082	37.75	-122.16	107900
373	44	4.57037037037037	0.9703703703703703	37.75	-122.16	111100
374	43	5.084558823529412	1.0110294117647058	37.74	-122.15	122000
375	49	4.698581560283688	0.9822695035460993	37.74	-122.15	118000
376	40	4.7011494252873565	1.1264367816091954	37.75	-122.16	95200
377	35	5.015037593984962	1.0526315789473684	37.75	-122.16	94300
378	34	4.367857142857143	1.0035714285714286	37.74	-122.17	92500
379	37	5.324324324324325	1.1081081081081081	37.75	-122.17	91800
380	43	5.2	1.0169491525423728	37.74	-122.16	109400
381	46	4.876777251184834	0.8578199052132701	37.74	-122.16	129500
382	52	5.354166666666667	1.0208333333333333	37.74	-122.16	143400
383	47	4.963855421686747	1.3433734939759037	37.74	-122.16	98200
384	44	5.102325581395349	1.1116279069767443	37.74	-122.16	103099
385	49	5.436440677966102	1.0084745762711864	37.9	-122.29	276800
386	52	5.608391608391608	0.9195804195804196	37.9	-122.29	270900
387	52	5.962864721485412	1.1193633952254642	37.89	-122.29	246200
388	38	4.445972495088409	1.0255402750491158	37.9	-122.3	224200
389	52	4.819018404907975	1.0705521472392638	37.89	-122.29	229100
390	46	4.053333333333334	1.072	37.89	-122.3	211600
391	15	4.43542757417103	1.057591623036649	37.9	-122.3	256100
392	36	3.902173913043478	1.0615942028985508	37.89	-122.3	206300
393	52	4.538181818181818	1.029090909090909	37.89	-122.3	221300
394	42	5.045112781954887	1.093984962406015	37.89	-122.33	207399
395	37	3.3127705627705626	1.0064935064935066	37.88	-122.34	350000
396	52	4.556034482758621	1.0028735632183907	37.89	-122.29	218200
397	50	5.334801762114537	1.1497797356828194	37.88	-122.29	216699
398	52	6.398692810457517	1.1437908496732025	37.89	-122.29	270600
399	52	6.115902964959568	1.0242587601078168	37.89	-122.29	261400
400	52	5.520958083832335	0.9940119760479041	37.88	-122.28	261300
401	52	5.148936170212766	0.9952718676122931	37.89	-122.29	232200
402	42	6.4453125	1.0703125	37.9	-122.27	375400
403	52	6.690972222222222	0.96875	37.9	-122.26	357300
404	52	7.56	0.9927272727272727	37.9	-122.27	374400
405	52	7.639830508474576	1.0169491525423728	37.9	-122.27	358800
406	52	8.067193675889328	1.0671936758893281	37.9	-122.27	417500
407	52	8.345205479452055	1.021917808219178	37.89	-122.27	430500
408	52	7.42948717948718	1.0512820512820513	37.9	-122.28	362900
409	52	8.209016393442623	1.0245901639344261	37.9	-122.28	397000
410	52	6.749253731343283	0.9791044776119403	37.9	-122.28	346800
411	52	7.291666666666667	1.005952380952381	37.89	-122.28	327100
412	52	6.273712737127371	1.1056910569105691	37.89	-122.28	290100
413	52	6.764705882352941	1.0751633986928104	37.89	-122.28	292000
414	52	5.371663244353183	0.971252566735113	37.89	-122.28	270900
415	52	7.436619718309859	1.0309859154929577	37.89	-122.27	371100
416	52	7.272058823529412	1.0772058823529411	37.89	-122.27	335600
417	37	6.132596685082873	0.925414364640884	37.9	-122.26	371300
418	41	6.2154696132596685	1.0773480662983426	37.89	-122.25	344000
419	52	6.662337662337662	1.0692640692640694	37.89	-122.26	342200
420	52	7.353174603174603	1.0535714285714286	37.89	-122.26	370900
421	37	6.666666666666667	1.0155555555555555	37.89	-122.25	350000
422	42	6.390625	1.0267857142857142	37.89	-122.25	368600
423	52	6.314356435643564	1.0321782178217822	37.88	-122.26	391800
424	52	5.981432360742706	1.0875331564986737	37.88	-122.26	415299
425	52	5.4106280193236715	1.0434782608695652	37.88	-122.27	284900
